bathrooms,bedrooms,has_photo,price,square_feet,latitude,longitude,pets_cats,pets_dogs,pets_none,amenities_count,age_in_days,post_hour,post_day_of_week,cluster
-0.6166664709604395,-1.8550486701192124,0.1372965280447902,-0.08914253910987638,-1.5852106161038284,0.2174885087776481,1.1118930295675638,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-1.8550486701192124,0.1372965280447902,-0.5203171752305933,-1.5681516496792254,1.7975919433210996,-1.7496981442078194,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.47043080536232956,0.09375483482018836,-0.7224072566365334,5
-0.6166664709604395,-1.8550486701192124,0.1372965280447902,0.9169316118384632,-1.541615479685398,0.5564908720007876,1.307517111740857,-1.1568257348630582,-1.074650660271062,1.1868731914471344,0.5466760287330646,-0.6547369515127369,1.0938267390992944,-0.7224072566365334,5
-0.6166664709604395,-1.8550486701192124,0.1372965280447902,0.008219475498027444,-1.5264519539746395,0.01264552942955734,-1.7566804269248126,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-1.8550486701192124,0.1372965280447902,0.19367093189403473,-1.4278890368547097,0.01264552942955734,-1.7566804269248126,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,0.06849119882672981,-1.4089346297162617,-0.4718350101796858,1.1132022075769994,0.8644344345593049,0.9305349514676401,-0.8425499937198151,1.4218974405456546,-0.47043080536232956,2.0938986433784006,-1.4467289550906746,0
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,0.06849119882672981,-1.4089346297162617,-0.46978857249368716,1.115333574674488,0.8644344345593049,0.9305349514676401,-0.8425499937198151,1.4218974405456546,-0.40131600055592676,-0.10625954603563285,2.1748795371800314,0
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.45077287908209057,-1.4089346297162617,-1.3769037694317603,-0.05099224297847068,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.4971357431810924,-1.4089346297162617,0.07735280245676276,-1.743613944956237,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.7984943598246043,-1.4089346297162617,-0.6746315518417779,0.6420372638717833,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.8216757918741051,-1.4089346297162617,-0.45066434066700606,0.8759374103596089,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.37827773228712586,0.09375483482018836,1.4505578387258902,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.8736021996649872,-1.4089346297162617,-1.3093532157257763,0.6571718676233818,-1.1568257348630582,-1.074650660271062,1.1868731914471344,1.130156969941458,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.9607643841711107,-1.4089346297162617,-0.7556016659488697,-1.1018953617318579,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.6825871995770997,-1.3805030190085896,-1.7821889815996443,0.7808733781864885,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,0.47648440289794586,-1.3729212561532105,-0.8682825091549367,0.5835732951798581,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.07986996629007602,-1.3729212561532105,0.01264552942955734,-1.7566804269248126,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.3626834372939871,-1.3729212561532105,0.2668203340578365,1.1413084253254757,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.5295897480503937,-1.3729212561532105,0.34255663850781576,-0.6562625514763715,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.5434986072800942,-1.3729212561532105,0.16859132512988587,1.1219553590990274,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.5759526121493955,-1.3729212561532105,-1.7821889815996443,0.7808733781864885,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.6202858536837219,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.7057686316266006,-1.3729212561532105,0.3608840273417178,-0.641659208366283,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.7753129277751033,-1.3729212561532105,0.19046828729525458,1.087429741932301,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.6547369515127369,0.09375483482018836,0.0019144418176078339,5
-0.6166664709604395,-0.7933093457483105,0.1372965280447902,-0.7753129277751033,-1.3729212561532105,-0.71507133372528,0.6578043207680373,-1.1568257348630582,-1.074650660271062,1.1868731914471344,-0.9120263242879186,-0.5625838784375332,0.09375483482018836,2.1748795371800314,5
